ID	Section	Sentence	Desired_Section	Segment_annotation	Issue Type
7a456c6d312f4dca783971a3efaaf16890274949592fba0914fe9b93740cb89feb6cf60b75b77eebeefae6a32b0999f90337a560756b490ecb3177640701b71e	comments,_suggestions_and_typos	3	"""comments,_suggestions_and_typos"""	O	H9. The topic is too niche
7a456c6d312f4dca783971a3efaaf16890274949592fba0914fe9b93740cb89feb6cf60b75b77eebeefae6a32b0999f90337a560756b490ecb3177640701b71e	comments,_suggestions_and_typos	I agree with the authors about the framing of the classification task, that it isn’t a realistic one.	"""comments,_suggestions_and_typos"""	B	The paper is missing recent baselines
7a456c6d312f4dca783971a3efaaf16890274949592fba0914fe9b93740cb89feb6cf60b75b77eebeefae6a32b0999f90337a560756b490ecb3177640701b71e	comments,_suggestions_and_typos	Maybe the paper would be better without it.	"""comments,_suggestions_and_typos"""	I	Other
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	1	Summary_of_weaknesses	O	
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	This paper lacks a discussion on its novelty, e.g., why continuous latent variables are better than discrete latent variables for solving the one-to-many mapping problem.	Summary_of_weaknesses	B	H2. The results contradict what I would expect
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	Though empirically the proposed DialogVED performs better than PLATO, DialogVED incorporates more other techniques (e.g. n-stream self-attention, memory scheme, masked language modeling, free bits) than PLATO.	Summary_of_weaknesses	I	H6. The results are negative, H7. This method is too simple
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	It is not very clear to me why we should choose those techniques to train a continuous variational encoder-decoder.	Summary_of_weaknesses	B	The contribution is not novel
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	Maybe some ablation studies on the training objective and model architecture can help explain it.	Summary_of_weaknesses	I	The contribution is not novel
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	2	Summary_of_weaknesses	O	
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	The model evaluation does not show the model's superiority in solving the one-to-many mapping problem in open-domain dialogue response generation.	Summary_of_weaknesses	B	H7. This method is too simple
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	Distinct-1/2 are corpus-level metrics and are not showing the diversity of generated responses given the same context.	Summary_of_weaknesses	I	H5. The results do not surpass the latest SOTA
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	summary_of_weaknesses	To verify their claim, the authors may consider using self-bleu and the ratio of unique generated sentences to better evaluate the diversity.	Summary_of_weaknesses	I	H5. The results do not surpass the latest SOTA
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	comments,_suggestions_and_typos	comments,_suggestions_and_typos:1.	"""comments,_suggestions_and_typos"""	O	The paper is missing recent baselines
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	comments,_suggestions_and_typos	It is unclear to me what's the input to the prior network.	"""comments,_suggestions_and_typos"""	B	H15. The authors should have done [X] instead
47dbc2749fe9fa29ee3bb3bfdd0dcb422b51aafe338492d1c9bb42f7b645f3474541651ae1464f22c0ddba7608d8420e5efd279b1133792ddb838f3610caa13e	comments,_suggestions_and_typos	Fig 1 suggests the [CLS] token is at the end of the context, but line234 says the [CLS] token is at the beginning of the context.	"""comments,_suggestions_and_typos"""	I	Other
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	The main problem of the paper in my opinion is related to the data Augmentation: I have not been able to understand exactly which are the data augmentation methods used, and their impact on the scores (line 461-470 were quite obscure to me) and how this affects the comparison with other methods.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	In other words, the higher scores obtained with respect to other works cited in Table 1 are due to the contrastive learning method or to the different data augmentation methods?	Summary_of_weaknesses	I	The contribution is not novel
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	The comparison with some of the reported works is already not fair due to the different data condition (the usage of external speech data).	Summary_of_weaknesses	I	H6. The results are negative
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	It would have been better to compare with the other architectures/works repeating their experiments with the same data conditions (including data augmentation methods).The reproducibility of this work would not be easy, since the code is not open sources and some details of the experimental settings are not very clear:  - line 184-186: the 2 convolutions are said to have stride 4, and that in total they shrink the input by a factor of 4.	Summary_of_weaknesses	I	H5. The results do not surpass the latest SOTA
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	The two claims are contrasting.	Summary_of_weaknesses	B	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"", H2. The results contradict what I would expect"
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	I guess the 2 convolutions actually have stride 2. 4 is the kernel size maybe?  - line 236-251: the same letters (u and v) are used for different things and v is sometimes treated as a variable, sometimes as a function.	Summary_of_weaknesses	I	H1. The results are not surprising
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	This section could be more clear with a simpler notation.	Summary_of_weaknesses	I	The algorithm's interaction with dataset is problematic
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	- line 342-344: Why using 10k as vocabulary size?	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	Most of the works in literature (and also cited in table 1) use 8k (eg.	Summary_of_weaknesses	I	H4. This has no precedent in the existing literature
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	summary_of_weaknesses	Wang et al. 2020a), as also suggested in https://aclanthology.org/2020.amta-research.13/. In addition, it is not clear to me on which data the vocabulary was built: on MuST-C or on the WMT corpus?	Summary_of_weaknesses	B	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	comments,_suggestions_and_typos:Why did you introduce a parallelism between neural networks and the human brain in the introduction?	"""comments,_suggestions_and_typos"""	B	Other
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	This parallelism is questionable, as there are contrasting feelings and opinions about it.	"""comments,_suggestions_and_typos"""	I	Other
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	I am not sure it is adding anything to the motivation of the work, but it may rise concerns.	"""comments,_suggestions_and_typos"""	I	H11. The paper has language errors
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	In the related works, among the many multi-task frameworks the addition of the CTC loss is not cited.	"""comments,_suggestions_and_typos"""	B	H11. The paper has language errors
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	In lines 370-374, the paper claims that MT performance is not affected, but there is no evidence of it in the paper: the MT results are missing.	"""comments,_suggestions_and_typos"""	I	H1. The results are not surprising
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	In the caption of table 2, what does strong mean?	"""comments,_suggestions_and_typos"""	I	X is not clear
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	There are stronger cascade systems (e.g. you cited Bentivogli et al., 2020, whose cascade scores 28.8).In line 152 the citation format is not correct.	"""comments,_suggestions_and_typos"""	I	The formulation of X is wrong, H16. Limitations != weaknesses, The algorithm's interaction with dataset is problematic
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	"In line 162, ""in"" -> ""into""."	Summary_of_weaknesses	B	The algorithm's interaction with dataset is problematic
35e63b52a0eb103f6a0e86da93823cbf907d8a5eb612237094ad0e2092b7d991589e28b6b7def36fc4e325241f47de44b9b5ddf29d854d7a6dd5163e0fc677ab	comments,_suggestions_and_typos	"In line 172, ""fout"" -> ""four"" In line 264 I guess a part of the sentence is missing: how is the contrastive loss computed?"	"""comments,_suggestions_and_typos"""	I	H16. Limitations != weaknesses
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	summary_of_weaknesses	Experiments need further improvements.	Summary_of_weaknesses	B	H16. Limitations != weaknesses
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	summary_of_weaknesses	StableMoE converges faster than other MoE methods, but the total compute budgets are not revealed and remain unclear.	Summary_of_weaknesses	B	H16. Limitations != weaknesses
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	summary_of_weaknesses	The inference speed comparisons are also missing.-	Summary_of_weaknesses	B	The algorithm's interaction with dataset is problematic
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	summary_of_weaknesses	The overall contribution of StableMoE is strong, but the contribution of the balance loss is marginal.	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	summary_of_weaknesses	Comparison (either empirical results or theoretical justifications) to existing load-balancing methods are missing.	Summary_of_weaknesses	B	The algorithm's interaction with dataset is problematic
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	Does the routing fluctuation problem exist in common MoE models or just the one compared (BASE Layer)?	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"", H11. The paper has language errors"
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	The experiment baselines include Hash Layer and Switch Transformer, but the paper only reports the token-to-expert assignment changes for the BASE Layer model.   	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	B	The algorithm's interaction with dataset is problematic, H14.  The authors should compare to a 'closed' model X
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	- How is the balance loss different from the one in Switch Transformer?	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	B	The algorithm's interaction with dataset is problematic, H15. The authors should have done [X] instead
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	The two losses are both encouraging the model to assign the tokens to experts in a more balanced way.	"""comments,_suggestions_and_typos"""	I	H5. The results do not surpass the latest SOTA
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	-	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	O	
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	The main results compare the training FLOPS, how about the total compute budget/costs for convergence?	"""comments,_suggestions_and_typos"""	B	H5. The results do not surpass the latest SOTA
f1abac0ef76ed91589c3a1ce76153e5bd94833c99dd538eb43552dc3607cabb25c2bc5666e2b80f0dc26622420ebbe456b7de4aca1808b6d3f36d7c7f71579b4	comments,_suggestions_and_typos	"And also the inference speed is unclear.- For ""still uses original assignment scores as input, so the gate signal can also be learned in training stage 2"" (line 215 to 216), the routing strategy is fixed, so how the gate single could be also learned during stage 2?"	"""comments,_suggestions_and_typos"""	I	H2. The results contradict what I would expect
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	1	Summary_of_weaknesses	O	
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	Since this paper is proposing a knowledge prompting method, the only real comparison is with self-talk method, however in table 3, only CSQA results are reported (because self-talk templates are only available for CSQA).  	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	Thus advantage over other knowledge prompting methods is less well supported.	Summary_of_weaknesses	I	H2. The results contradict what I would expect
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	Also, I think the results of self-talk+UnifiedQA should be included.	Summary_of_weaknesses	I	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	2	Summary_of_weaknesses	O	
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	summary_of_weaknesses	Intuitively, I’m not surprised that GPT3 can produce helpful knowledge for these tasks, however it’s unclear whether the proposed method would still be effective when using a smaller LM (as the knowledge source)?	Summary_of_weaknesses	B	Other
78d7b31f3d19cf16bcc71aa109ca56b923d9082a2919fd8008060641daf4d5ae37d70daea5bb36f4aa83c9c49ad8b44e597aa41960348f3a0abe0abb529f9aea	comments,_suggestions_and_typos	comments,_suggestions_and_typos:It would be great to address the weaknesses above.	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	O	H16. Limitations != weaknesses
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	+	Summary_of_weaknesses	O	
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	They did not show the detailed method (of distillation training procedure) in the paper.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	They should include them in main text not in appendix.	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	+	Summary_of_weaknesses	O	
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	They should explain why the proposed model can deal with a causal abstraction.	Summary_of_weaknesses	B	The algorithm's interaction with dataset is problematic
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	At least they should show some samples and analyze them.	Summary_of_weaknesses	I	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	+	Summary_of_weaknesses	O	
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	summary_of_weaknesses	They should compare among the proposed methods and analyze these results.	Summary_of_weaknesses	B	H5. The results do not surpass the latest SOTA
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	comments,_suggestions_and_typos	comments,_suggestions_and_typos:+ Performance of each teacher model should be shown in Table 1.	"Summary_of_weaknesses, ""comments,_suggestions_and_typos"""	B	The algorithm's interaction with dataset is problematic
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	comments,_suggestions_and_typos	D244+	Summary_of_weaknesses	O	
3b7e4e5e155965fabb0a002aeb7cb72994c68fdc5f346ee465665f339960a7ddbe0e84a2960fb185e83f8f7f11b1b592dad5fa19eb498fa0485060d8084c601c	comments,_suggestions_and_typos	They can use the following paper: Knowledge Distillation from Internal Representations [Aguilar, AAAI20]	"""comments,_suggestions_and_typos"""	B	Other
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	summary_of_weaknesses	1	Summary_of_weaknesses	O	
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	summary_of_weaknesses	While their method addresses some of the issues with existing work on diverse paraphrase generation and controlled text generation, none of the existing methods are used to compare to their proposed method.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	summary_of_weaknesses	This makes the results of the paper less convincing as the baseline considered is a simple sequence to sequence paraphrase generator without any control over the desired output.	Summary_of_weaknesses	B	H2. The results contradict what I would expect
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	comments,_suggestions_and_typos:1.	"""comments,_suggestions_and_typos"""	O	The algorithm's interaction with dataset is problematic
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	In section 2.3, it is assumed that the variance of the distribution p(q|s) is sentence independent.	Summary_of_weaknesses	B	H2. The results contradict what I would expect
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	How is this variance estimated?	Summary_of_weaknesses	B	H1. The results are not surprising
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	Is it determined using the sample variance of the quality values in the training data?	Summary_of_weaknesses	I	The algorithm's interaction with dataset is problematic
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	Since quality is a 3 dimensional vector, is the complete covariance matrix approximated or a diagonal covariance matrix is assumed (which I guess won’t be a reasonable assumption for this problem)?	Summary_of_weaknesses	I	The algorithm's interaction with dataset is problematic
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	2. Was there any significance testing done for the results on automatic metrics and human evaluation?	"""comments,_suggestions_and_typos"""	B	H2. The results contradict what I would expect
4ad53f4e52feca951d6ca30335fcb8df8d7dc59a9d62d587778abb965d8b580d5f437510708b178b48ad20febdeea1b0692beca9e638788d14967bec5b46facd	comments,_suggestions_and_typos	Since some of the values between the baseline / gold standard are close to the method’s metrics, it would help solidify the claims.	"""comments,_suggestions_and_typos"""	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	1) it uses different experiment settings (e.g., a 32k batch size, a beam size of 5) and does not mention some details (e.g., the number of training steps), these different settings may contribute the performance and the comparisons in Table 2 may not be sufficiently reliable. 2) it only compares with some weak baselines in Tables 3, 4 and 6.	Summary_of_weaknesses	B	H14.  The authors should compare to a 'closed' model X
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	Though the approach can surpass the sentence-level model baseline, the naive document-to-document translation model and Zheng et al. (2020), these baselines seem weak, for example, Voita et al.	Summary_of_weaknesses	I	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	(2019) achieve 81.6, 58.1, 72.2 and 80.0 for deixis, lexical cohesion, ellipsis (infl.)	Summary_of_weaknesses	B	The contribution is not novel
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	and ellipsis (VP) respectively with the CADec model, while this work only gets 64.7, 46.3, 65.9 and 53.0.	Summary_of_weaknesses	B	H5. The results do not surpass the latest SOTA
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	It seems that there is still a large gap with the presented approach in these linguistic evaluations.	Summary_of_weaknesses	I	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	summary_of_weaknesses	3) the multi-resolutional data processing approach may somehow increase the instance weight of the document-level data, and how this affects the performance is not studied.	Summary_of_weaknesses	B	H5. The results do not surpass the latest SOTA
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	comments,_suggestions_and_typos	comments,_suggestions_and_typos:1)	"""comments,_suggestions_and_typos"""	O	H2. The results contradict what I would expect
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	comments,_suggestions_and_typos	It's better to adopt experiment settings consistent with previous work.	"""comments,_suggestions_and_typos"""	I	H13. The authors could also do [extra experiment X]
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	comments,_suggestions_and_typos	2)	"""comments,_suggestions_and_typos"""	O	
9d3a10ebc4922873f198a72044374f9551105d312d5710cb02570218849e43f79ae42fff4a53628a6ebbc4d636e9ac5d0b70d6d4250d274a814409d20039bde8	comments,_suggestions_and_typos	There is still a large performance gap compared to Voita et al. (2019) in linguistic evaluations, while BLEU may not be able to reflect these document-level phenomena and linguistic evaluations are important.	Summary_of_weaknesses	B	"""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"""
